location_code,city,state,country,location_code_parent,country_iso_code,location_type
9054453,"63744","Missouri","United States",21157,US,Postal Code
9054454,"63868","Missouri","United States",21157,US,Postal Code
9054455,"63860","Missouri","United States",21157,US,Postal Code
9054457,"63878","Missouri","United States",21157,US,Postal Code
9058389,"Adair County","Missouri","United States",21157,US,County
9058390,"Andrew County","Missouri","United States",21157,US,County
9058391,"Atchison County","Missouri","United States",21157,US,County
9058392,"Audrain County","Missouri","United States",21157,US,County
9058393,"Barry County","Missouri","United States",21157,US,County
9058394,"Barton County","Missouri","United States",21157,US,County
9058395,"Bates County","Missouri","United States",21157,US,County
9058396,"Benton County","Missouri","United States",21157,US,County
9058397,"Bollinger County","Missouri","United States",21157,US,County
9058398,"Boone County","Missouri","United States",21157,US,County
9058399,"Buchanan County","Missouri","United States",21157,US,County
9058400,"Butler County","Missouri","United States",21157,US,County
9058401,"Caldwell County","Missouri","United States",21157,US,County
9058402,"Callaway County","Missouri","United States",21157,US,County
9058403,"Camden County","Missouri","United States",21157,US,County
9058404,"Cape Girardeau County","Missouri","United States",21157,US,County
9058405,"Carroll County","Missouri","United States",21157,US,County
9058406,"Carter County","Missouri","United States",21157,US,County
9058407,"Cass County","Missouri","United States",21157,US,County
9058408,"Cedar County","Missouri","United States",21157,US,County
9058409,"Chariton County","Missouri","United States",21157,US,County
9058410,"Christian County","Missouri","United States",21157,US,County
9058411,"Clark County","Missouri","United States",21157,US,County
9058412,"Clay County","Missouri","United States",21157,US,County
9058413,"Clinton County","Missouri","United States",21157,US,County
9058414,"Cole County","Missouri","United States",21157,US,County
9058415,"Cooper County","Missouri","United States",21157,US,County
9058416,"Crawford County","Missouri","United States",21157,US,County
9058417,"Dade County","Missouri","United States",21157,US,County
9058418,"Dallas County","Missouri","United States",21157,US,County
9058419,"Daviess County","Missouri","United States",21157,US,County
9058420,"DeKalb County","Missouri","United States",21157,US,County
9058421,"Dent County","Missouri","United States",21157,US,County
9058422,"Douglas County","Missouri","United States",21157,US,County
9058423,"Dunklin County","Missouri","United States",21157,US,County
9058424,"Franklin County","Missouri","United States",21157,US,County
9058425,"Gasconade County","Missouri","United States",21157,US,County
9058426,"Gentry County","Missouri","United States",21157,US,County
9058427,"Greene County","Missouri","United States",21157,US,County
9058428,"Grundy County","Missouri","United States",21157,US,County
9058429,"Harrison County","Missouri","United States",21157,US,County
9058430,"Henry County","Missouri","United States",21157,US,County
9058431,"Hickory County","Missouri","United States",21157,US,County
9058432,"Holt County","Missouri","United States",21157,US,County
9058433,"Howard County","Missouri","United States",21157,US,County
9058434,"Howell County","Missouri","United States",21157,US,County
9058435,"Iron County","Missouri","United States",21157,US,County
9058436,"Jackson County","Missouri","United States",21157,US,County
9058437,"Jasper County","Missouri","United States",21157,US,County
9058438,"Jefferson County","Missouri","United States",21157,US,County
9058439,"Johnson County","Missouri","United States",21157,US,County
9058440,"Knox County","Missouri","United States",21157,US,County
9058441,"Laclede County","Missouri","United States",21157,US,County
9058442,"Lafayette County","Missouri","United States",21157,US,County
9058443,"Lawrence County","Missouri","United States",21157,US,County
9058444,"Lewis County","Missouri","United States",21157,US,County
9058445,"Lincoln County","Missouri","United States",21157,US,County
9058446,"Linn County","Missouri","United States",21157,US,County
9058447,"Livingston County","Missouri","United States",21157,US,County
9058448,"Macon County","Missouri","United States",21157,US,County
9058449,"Madison County","Missouri","United States",21157,US,County
9058450,"Maries County","Missouri","United States",21157,US,County
9058451,"Marion County","Missouri","United States",21157,US,County
9058452,"McDonald County","Missouri","United States",21157,US,County
9058453,"Mercer County","Missouri","United States",21157,US,County
9058454,"Miller County","Missouri","United States",21157,US,County
9058455,"Mississippi County","Missouri","United States",21157,US,County
9058456,"Moniteau County","Missouri","United States",21157,US,County
9058457,"Monroe County","Missouri","United States",21157,US,County
9058458,"Montgomery County","Missouri","United States",21157,US,County
9058459,"Morgan County","Missouri","United States",21157,US,County
9058460,"New Madrid County","Missouri","United States",21157,US,County
9058461,"Newton County","Missouri","United States",21157,US,County
9058462,"Nodaway County","Missouri","United States",21157,US,County
9058463,"Oregon County","Missouri","United States",21157,US,County
9058464,"Osage County","Missouri","United States",21157,US,County
9058465,"Ozark County","Missouri","United States",21157,US,County
9058466,"Pemiscot County","Missouri","United States",21157,US,County
9058467,"Perry County","Missouri","United States",21157,US,County
9058468,"Pettis County","Missouri","United States",21157,US,County
9058469,"Phelps County","Missouri","United States",21157,US,County
9058470,"Pike County","Missouri","United States",21157,US,County
9058471,"Platte County","Missouri","United States",21157,US,County
9058472,"Polk County","Missouri","United States",21157,US,County
9058473,"Pulaski County","Missouri","United States",21157,US,County
9058474,"Putnam County","Missouri","United States",21157,US,County
9058475,"Ralls County","Missouri","United States",21157,US,County
9058476,"Randolph County","Missouri","United States",21157,US,County
9058477,"Ray County","Missouri","United States",21157,US,County
9058478,"Reynolds County","Missouri","United States",21157,US,County
9058479,"Ripley County","Missouri","United States",21157,US,County
9058480,"Saline County","Missouri","United States",21157,US,County
9058481,"Schuyler County","Missouri","United States",21157,US,County
9058482,"Scotland County","Missouri","United States",21157,US,County
9058483,"Scott County","Missouri","United States",21157,US,County
9058484,"Shannon County","Missouri","United States",21157,US,County
9058485,"Shelby County","Missouri","United States",21157,US,County
9058486,"St. Charles County","Missouri","United States",21157,US,County
9058487,"St. Clair County","Missouri","United States",21157,US,County
9058488,"St. Francois County","Missouri","United States",21157,US,County
9058489,"St. Louis County","Missouri","United States",21157,US,County
9058490,"Ste. Genevieve County","Missouri","United States",21157,US,County
9058491,"Stoddard County","Missouri","United States",21157,US,County
9058492,"Stone County","Missouri","United States",21157,US,County
9058493,"Sullivan County","Missouri","United States",21157,US,County
9058494,"Taney County","Missouri","United States",21157,US,County
9058495,"Texas County","Missouri","United States",21157,US,County
9058496,"Vernon County","Missouri","United States",21157,US,County
9058497,"Warren County","Missouri","United States",21157,US,County
9058498,"Washington County","Missouri","United States",21157,US,County
9058499,"Wayne County","Missouri","United States",21157,US,County
9058500,"Webster County","Missouri","United States",21157,US,County
9058501,"Worth County","Missouri","United States",21157,US,County
9058502,"Wright County","Missouri","United States",21157,US,County
9060034,"University of Missouri","Missouri","United States",21157,US,University
9060134,"University of Missouri-St. Louis","Missouri","United States",21157,US,University
9060158,"Washington University in St. Louis","Missouri","United States",21157,US,University
9060313,"Crown Center","Missouri","United States",21157,US,Neighborhood
9060314,"West Plaza","Missouri","United States",21157,US,Neighborhood
9060315,"Hospital Hill","Missouri","United States",21157,US,Neighborhood
9060419,"Downtown","Missouri","United States",21157,US,Neighborhood
9060420,"Central West End","Missouri","United States",21157,US,Neighborhood
9060613,"Bradford Park","Missouri","United States",21157,US,Neighborhood
9129373,"Missouri's 1st Congressional District 2022 redistricting","Missouri","United States",21157,US,Congressional District
9129374,"Missouri's 2nd Congressional District 2022 redistricting","Missouri","United States",21157,US,Congressional District
9129375,"Missouri's 3rd Congressional District 2022 redistricting","Missouri","United States",21157,US,Congressional District
9129376,"Missouri's 4th Congressional District 2022 redistricting","Missouri","United States",21157,US,Congressional District
9129377,"Missouri's 5th Congressional District 2022 redistricting","Missouri","United States",21157,US,Congressional District
9129378,"Missouri's 6th Congressional District 2022 redistricting","Missouri","United States",21157,US,Congressional District
9129379,"Missouri's 7th Congressional District 2022 redistricting","Missouri","United States",21157,US,Congressional District
9129380,"Missouri's 8th Congressional District 2022 redistricting","Missouri","United States",21157,US,Congressional District
9189168,"Byrnes Mill","Missouri","United States",21157,US,City
9189266,"Desloge","Missouri","United States",21157,US,City
9189315,"Western Blue Township","Missouri","United States",21157,US,Neighborhood
9189356,"Shoal Creek Township","Missouri","United States",21157,US,Municipality
9189369,"Ellisville","Missouri","United States",21157,US,City
9189421,"Swope Parkway - Elmwood","Missouri","United States",21157,US,Neighborhood
9189533,"Branson Theatre District","Missouri","United States",21157,US,Neighborhood
9189564,"Clarkson Valley","Missouri","United States",21157,US,City
9189598,"Martin City","Missouri","United States",21157,US,Neighborhood
9189622,"Eastwood Hills East","Missouri","United States",21157,US,Neighborhood
9189697,"Village of Four Seasons","Missouri","United States",21157,US,City
9189823,"Fox Township","Missouri","United States",21157,US,Municipality
9190084,"Lemay","Missouri","United States",21157,US,City
9190124,"Cottleville","Missouri","United States",21157,US,City
9190285,"Prairie Point-Wildberry","Missouri","United States",21157,US,Neighborhood
9190308,"Riss Lake","Missouri","United States",21157,US,Neighborhood
9190357,"Moscow Mills","Missouri","United States",21157,US,City
9191115,"Claycomo","Missouri","United States",21157,US,City
9191344,"West Alton","Missouri","United States",21157,US,City
9191345,"Briarcliff - Claymont","Missouri","United States",21157,US,Neighborhood
9191387,"Green Park","Missouri","United States",21157,US,City
9191528,"Northeast Industrial District","Missouri","United States",21157,US,Neighborhood
9191544,"Fassnight","Missouri","United States",21157,US,Neighborhood
9191641,"Riverview","Missouri","United States",21157,US,Neighborhood
9191650,"Pevely","Missouri","United States",21157,US,City
9191871,"Black Jack","Missouri","United States",21157,US,City
9191979,"Southeast Springfield","Missouri","United States",21157,US,Neighborhood
9192084,"Carondelet","Missouri","United States",21157,US,Neighborhood
9192103,"Indian Point","Missouri","United States",21157,US,City
9192169,"Villa Ridge","Missouri","United States",21157,US,City
9192177,"North Riverfront","Missouri","United States",21157,US,Neighborhood
9192213,"Dardenne Prairie","Missouri","United States",21157,US,City
9192235,"New Mark","Missouri","United States",21157,US,Neighborhood
9192353,"Hill Haven","Missouri","United States",21157,US,Neighborhood
9192416,"Frontenac","Missouri","United States",21157,US,City
9192493,"Bevo","Missouri","United States",21157,US,Neighborhood
9192575,"The Coves","Missouri","United States",21157,US,Neighborhood
9192719,"Unity Village","Missouri","United States",21157,US,City
9192802,"Tower Grove South","Missouri","United States",21157,US,Neighborhood
9192901,"Pagedale","Missouri","United States",21157,US,City
9193147,"Ferguson Township","Missouri","United States",21157,US,Municipality
9193353,"Campbell No. 2A Township","Missouri","United States",21157,US,Municipality
9193439,"Duquesne","Missouri","United States",21157,US,City
9193502,"Innsbrook","Missouri","United States",21157,US,City
9193640,"Normandy Township","Missouri","United States",21157,US,Municipality
9193662,"Missouri Township","Missouri","United States",21157,US,Municipality
9193819,"Norwood Township","Missouri","United States",21157,US,Municipality
9193850,"Webster Park/Shady Dell","Missouri","United States",21157,US,Neighborhood
9193950,"Loma Vista","Missouri","United States",21157,US,Neighborhood
9193984,"Glendale","Missouri","United States",21157,US,City
9194085,"Old Jamestown","Missouri","United States",21157,US,City
9194086,"Saint Paul","Missouri","United States",21157,US,City
9194175,"Shrewsbury","Missouri","United States",21157,US,City
9194231,"Tom Watkins","Missouri","United States",21157,US,Neighborhood
9194265,"Doling","Missouri","United States",21157,US,Neighborhood
9194483,"Spencer Creek Township","Missouri","United States",21157,US,Municipality
9194522,"Coves North","Missouri","United States",21157,US,Neighborhood
9194643,"Parkdale - Walden","Missouri","United States",21157,US,Neighborhood
9194657,"Florissant Township","Missouri","United States",21157,US,Municipality
9194812,"Arnold Township","Missouri","United States",21157,US,Municipality
9195140,"Oak Grove","Greene County","Missouri",21157,US,Neighborhood
9195159,"Battlefield","Missouri","United States",21157,US,City
9195385,"Park Plaza","Missouri","United States",21157,US,Neighborhood
9195515,"Sappington","Missouri","United States",21157,US,City
9197872,"Downtown Kansas City","Missouri","United States",21157,US,Neighborhood
9198121,"South Kansas City","Missouri","United States",21157,US,Neighborhood
9198142,"East Side","Missouri","United States",21157,US,Neighborhood
9198173,"Chouteau Township","Missouri","United States",21157,US,Municipality
9198346,"Springfield Township","Missouri","United States",21157,US,Municipality
9198757,"Gallatin Township","Missouri","United States",21157,US,Municipality
9199179,"Kaw Township","Missouri","United States",21157,US,Municipality
9207178,"Warrensburg Township","Missouri","United States",21157,US,Municipality
9207599,"Line Creek - Northern Heights","Missouri","United States",21157,US,Neighborhood
9207745,"St. Louis Hills","Missouri","United States",21157,US,Neighborhood
9207995,"White Rock Township","Missouri","United States",21157,US,Municipality
9208326,"Sugar Creek","Missouri","United States",21157,US,City
9208450,"Spring River Township","Missouri","United States",21157,US,Municipality
9208631,"Branson West","Missouri","United States",21157,US,City
9209249,"Pawnee Township","Missouri","United States",21157,US,Municipality
9209297,"Clayton","Clay County","Missouri",21157,US,Neighborhood
9210009,"Sioux Township","Missouri","United States",21157,US,Municipality
9210257,"Eastwood Hills West","Missouri","United States",21157,US,Neighborhood
9210312,"Calico Farms","Missouri","United States",21157,US,Neighborhood
9210611,"Leawood","Missouri","United States",21157,US,City
9210786,"Branson Township","Missouri","United States",21157,US,Municipality
9211390,"Miner","Missouri","United States",21157,US,City
9211541,"Richards Gebaur","Missouri","United States",21157,US,Neighborhood
9211904,"Lake Lotawana","Missouri","United States",21157,US,City
9211930,"Rock Bridge Township","Missouri","United States",21157,US,Municipality
9212685,"Rolla Township","Missouri","United States",21157,US,Municipality
9212837,"Boulevard Heights","Missouri","United States",21157,US,Neighborhood
9213073,"Highlandville","Missouri","United States",21157,US,City
9213383,"Midtown","Missouri","United States",21157,US,Neighborhood
9213518,"Partners of Nwest Spfld","Missouri","United States",21157,US,Neighborhood
9213682,"Dutchtown","Missouri","United States",21157,US,Neighborhood
9213718,"Nashua","Missouri","United States",21157,US,Neighborhood
9213980,"Lindenwood Park","Missouri","United States",21157,US,Neighborhood
9214092,"Platte Brook North","Missouri","United States",21157,US,Neighborhood
9214100,"Meramec Township","Missouri","United States",21157,US,Municipality
9214142,"Westside Community Betterment","Missouri","United States",21157,US,Neighborhood
9215181,"Blue Vue Hills","Missouri","United States",21157,US,Neighborhood
9215380,"Buckner","Missouri","United States",21157,US,City
9215486,"Neosho Township","Missouri","United States",21157,US,Municipality
9215493,"Oakville Township","Missouri","United States",21157,US,Municipality
9215659,"Plaza Area","Missouri","United States",21157,US,Neighborhood
9215842,"Airport Drive","Missouri","United States",21157,US,City
9215868,"Perry Township","Missouri","United States",21157,US,Municipality
9216153,"Missouri Ridge Township","North Dakota","United States",21161,US,Municipality
9216737,"Shawnee Township","Missouri","United States",21157,US,Municipality
9216767,"Oakwood","Missouri","United States",21157,US,Neighborhood
9216796,"Flint Hill","Missouri","United States",21157,US,City
9217602,"Breen Hills","Missouri","United States",21157,US,Neighborhood
9217808,"Northwest Springfield","Missouri","United States",21157,US,Neighborhood
9217839,"Gray Summit","Missouri","United States",21157,US,City
9218028,"Ruth C Township","Missouri","United States",21157,US,Municipality
9218225,"Ste. Genevieve Township","Missouri","United States",21157,US,Municipality
9218242,"Gravois Township","Missouri","United States",21157,US,Municipality
9218278,"Keyes Summit","Missouri","United States",21157,US,Neighborhood
9219198,"Duenweg","Missouri","United States",21157,US,City
9219578,"St. Johns Township","Missouri","United States",21157,US,Municipality
9219615,"Wilson C Township","Missouri","United States",21157,US,Municipality
9219739,"Bedford Township","Missouri","United States",21157,US,Municipality
9219748,"Dallas Township","Missouri","United States",21157,US,Municipality
9220033,"Creekmoor","Missouri","United States",21157,US,Neighborhood
9220047,"Union Chapel Township","Missouri","United States",21157,US,Municipality
9220136,"Jackson No. 2 Township","Missouri","United States",21157,US,Municipality
9220139,"Meadowbrook Heights","Missouri","United States",21157,US,Neighborhood
9220342,"Frontier Township","Missouri","United States",21157,US,Municipality
9220356,"Mount Vernon Township","Missouri","United States",21157,US,Municipality
9220386,"Clay C Township","Missouri","United States",21157,US,Municipality
9220524,"Valle Township","Missouri","United States",21157,US,Municipality
9220560,"University Township","Missouri","United States",21157,US,Municipality
9220599,"Wilson CW Township","Missouri","United States",21157,US,Municipality
9220994,"Marlborough East","Missouri","United States",21157,US,Neighborhood
9221302,"Ridgedale","Missouri","United States",21157,US,City
9221414,"Leeds","Missouri","United States",21157,US,Neighborhood
9222000,"Franklin No. 2 Township","Missouri","United States",21157,US,Municipality
9222035,"Byrd Township","Missouri","United States",21157,US,Municipality
9222087,"Lake Winnebago","Missouri","United States",21157,US,City
9222562,"Sparta Township","Missouri","United States",21157,US,Municipality
9222626,"Midtown - Westport","Missouri","United States",21157,US,Neighborhood
